,Unnamed: 0,Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name
5361,5361,985,53,Cute!,"I bought both the small and the medium and seem to be right in between. the small is a tad tight through the shoulders and arms, but the medium feels a bit baggy. it is soft and hangs nicely - i just need to figure out if i will wear it enough to justify the price.",4,1,0,General Petite,Jackets,Jackets
8873,8873,867,54,Beautiful shirt on model but no,"I really fell in love with this shirt. i am about 5 4 and 110 pounds. i ordered xxs which that was a good size from the chest but this shirt is literally so wide, i was ready to fly. although the model wears this shirt really nicely, i think this shirt is made for a certain type of body. not quite sure what that is.... also this shirt is shorter than what i expected. it looks a lot longer on the model. i had to return this shirt.",2,0,0,General,Tops,Knits
4196,4196,860,38,Pretty blouse; comfortable; buy one size smaller,"This is a pretty blouse that is also very comfortable. i am always an xl in retailer tops, but i needed to go down to a large on this one. this blouse is cut generously everywhere, but going down one size was perfect for me. the fabric in the back falls from the shoulder blade area, so it has a very nice drape in the back. the sleeve cuffs and placket are some sort of cotton, so the cuff made a nice base to fold the sleeve around and up to the elbow. i wore a nude bra underneath, and i can't see m",5,1,5,General Petite,Tops,Knits
17598,17598,1086,42,This dress is not like in the photo irl,"I really like this dress but after looking at the photo, it doesn't look like this, well at least on me. granted, i am 36dd so that might be part of the reason, but this dress is definitely trapeze style. i love the look but am cringing at the thought that someone is going to think i am pregnant. because of this, a belt is a must. plus it is the only way to achieve the look in the photos because it is a lot fuller in real life. 

another nice touch to this dress is that versatility with the ru",3,1,2,General,Dresses,Dresses
11079,11079,876,56,Great peasant top,"I love this peasant top! i didn't expect it to be made from such nice fabric. usually, i have to wear a camisole under a lot of retailer tops, but not this one! i bought a petite xs and if fits perfectly. thank you to retailer for selling petite clothes.",5,1,0,General Petite,Tops,Knits
9970,9970,1035,30,Perfect for petites -- please keep making these!,"I just tried these jeans on out of the box and they fit like a dream! i'm 5'0' 100lbs and the 25petite (my usual size) fit me exactly right as full-length skinny jeans. they taper perfectly. no hemming required. they are super comfy and nice and thick. they feel durable and high quality.

two suggestions for improvement: 1) i wish is that they were a uniform dark blue wash (but the fadng and whiskering is barely noticeable). 2) i also wish they'd place the butt pockets a little higher, especia",5,1,1,General,Bottoms,Jeans
8563,8563,952,44,Grandma sleeves,Super cute sweater and i was totally excited and then i looked at the sleeves (which are not shown in the pictures). what you can not see are the dragonfly (sequins and sparkly beads suitable for women 4 and 84). ugh. too bad - going right back.,3,0,0,General,Tops,Sweaters
2198,2198,872,63,What happened?,"I purchased this item in the gray heather color and loved it so much i wanted to buy every other color. the fabric was cottony and felt very soft and cushy against my skin, and the gray color was from the combination of black and white fibers. i ordered the light gray and the red online and could not wait for them to arrive. but the other colors were not even in the same material, but a very shiny and synthetic feeling fabric, with just a single color weave that did not have the same feel or tex",1,0,0,General,Tops,Knits
20306,20306,1035,23,Perfect one size down,"These jeans are really soft, comfortable, and flattering, but only after you go a size down. all the other pilcro jeans i've bought have been a consistent 30, but when i got these they were baggy. i exchanged them for a 29, and they were just the ticket.",5,1,1,General Petite,Bottoms,Jeans
20744,20744,1078,27,My new favorite summer dress,"This dress is so much more stunning in person than in the photos. it's incredibly flattering, and i like how it pans out at the bottom. it also has pockets! although it has a built-in slip, it is a little see-through, so keep that in mind, otherwise, i can't wear it enough.",5,1,1,General Petite,Dresses,Dresses
23104,23104,1086,33,Runs small!!,"I was in trouble when i saw this dress in the new arrivals section this month! it's one of those dresses i had to have for the holidays. i didn't want to risk it not fitting so i ordered my usual size 6 and also a size up, 8. (5'6"", 135lbs, size 6) well the 6 was entirely to tight, i couldn't even zip past my rib cage. the 8 went on, but it was very body con looking! hugged every curve! this might be the look some might be going for, but not me!! i'm so disappointed that i can't have the dress f",5,1,10,General,Dresses,Dresses
11073,11073,1086,39,Pretty pleasing,Very pleased with this vibrant and colorful sweater dress. the color combinations are very beautiful and it seems as if the threads used have an inherent shimmer. the fit is body skimming without highlighting trouble spots. i am a m/l on top and a s/m on bottom and the size medium fits perfectly. the cut adds the illusion of proportion to my disproportionate body. there are some problems but workable: slip is sewn-in which i wish was detachable; the scoop neck is too low for my 36ddd bust; weave,5,1,0,General,Dresses,Dresses
19224,19224,1080,35,Love it!,Very pretty dress! wearing it for a family beach portrait. it may run a little big but not terribly. it is also not super long as pictured. i'm 5'6 and it's perfect with a flat.,5,1,0,General Petite,Dresses,Dresses
7283,7283,862,60,,Beautiful top. works wonderful on hourglass figures.,5,1,9,General,Tops,Knits
14428,14428,875,40,East to wear and stylish!,"This poncho is right on trend, falls beautifully, and looks great with just a t-shirt underneath. very stylish and versatile. i received many compliments on it when i wore it. the only reason it didn't get 5 stars is because it snagged fairly quickly after i put it on the first time. it only happened once, so probably not a huge issue. i love it!",4,1,0,General,Tops,Knits
1999,1999,1110,26,Beautiful shortt dress,"Beautiful dress! perfect mid length dress for the colder months. i tried a size 2 regular first (my normal dress size) but it was a little baggy, so the 0 fit perfectly.",5,1,0,General Petite,Dresses,Dresses
16870,16870,834,28,My new favorite shirt,"This is one of the best things i have ever bought from anrtho. it is very flattering, and i always get compliments when i wear it. must have!",5,1,0,General,Tops,Blouses
19605,19605,479,69,Ironing - ugh!,"I am somewhere between a 24 and a 25 (i have narrow hips but an average waist), so i was happy to find that these worked for me in me in a 0. i loved the blue color as an interesting neutral. they did stretch out a little with wear, but i still felt like i looked good by the end of the day. i typically really like cotton/linen blends as i can usually wear them out of the dryer if i'm going for a casual look - a few wrinkles with linen doesn't bother me. but these. oh my. when i pulled them out o",3,1,2,General,Bottoms,Shorts
15426,15426,1016,34,What you see is what you get,"I'm actually surprised no one has reviewed this yet. i took the plunge because it seemed like a classic wardrobe staple, nothing too flashy or fancy, that would go well with many outfits. my thoughts below:
__________________
pros:
- fits tts. i'm normally either a 10 or 12 and got the large. it fit well and the elastic isn't too tight. fit very well for me because i have wider hips. so if you're straight or slim, you could probably size down.
- exactly as pictured. it does have a nice flow",3,1,1,General Petite,Bottoms,Skirts
13643,13643,1078,51,Disappointed,I was so excited to get this dress. i saw someone try it on in the store and waited all season for it to go on sale. i loved it except for the seam that was right at the neckline in the front. they didn't even try to match up the fabrics. it was so obvious and cheap looking that i had to send this dress back. so sad!,3,0,1,General,Dresses,Dresses
