,Unnamed: 0,Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name
3359,3359,836,45,Great blouse with a twist,"I had to go up one size, but i love this blouse! dressy enough for work, and you can make it casual with jeans. tight across the chest, but the next size up fit perfect!",5,1,0,General Petite,Tops,Blouses
16275,16275,1094,39,Can't resist again,"Another maeve maxi to add to my crowded closet! i adore the print, it reminds me of morocco. i went with my usual m based on reviews about the waistband. i will have to disagree as i should have chosen s instead. i'm not going to return it, but i think this will really stretch out because of the knit and weight of the jersey.",5,1,0,General,Dresses,Dresses
21292,21292,886,58,Beautifully different!,"This is a beautiful cardi. the cutouts and the full front panels all make it stand out. that said, there are 2 minor flows imo worthy of mentioning, none diminish my satisfaction toward it though. the sleeves are slim, meaning no long-sleeve shirts under it, for me at least. the fabric is a bit ""catchy"", meaning you'd better wear something silky or slippery under so the fabric doesn't crumple up behind your back. nevertheless, i will have so many uses for it 

last, but not the least, is my sa",5,1,18,General Petite,Tops,Knits
5178,5178,927,67,Beautiful sweater,"The design and colors on this sweater arguably make it a ""statement sweater"". it has a modified raglan type sleeve. i found the sleeves to fit just fine. for reference, i am 5'9"", 150 lbs., 34dddd, and the medium fit perfectly. it is not a long sweater and, with my height, i wear a long tank top or cami underneath. i love the way it looks.",4,1,0,General,Tops,Sweaters
13139,13139,975,66,Fantastic jacket,"This jacket is a show stopper.  great fabric, beautiful embroidery.  well worth the price.",5,1,0,General Petite,Jackets,Jackets
19388,19388,863,27,Good white tank,"Basic ribbed white tank with a little character in the back. could easily be dressed up or down, material is soft and light and has a slight stretch. i will be getting a lot of use out of this piece.",4,1,0,General Petite,Tops,Knits
18933,18933,1086,35,Comfy cute.,I just got this dress in the beige color and i absolutely love it. the fit is perfect and i feel that it is just the right length. i got a small and i am 5'9''. the pockets are a great touch and really are the key for tunic style dresses for me. i love the soft material and could live in this dress. such a great staple for my closet!,5,1,2,General,Dresses,Dresses
7373,7373,820,35,Beyond cute,"This top is one of my favorites, i can't get over how much i love the design. the dots are adorable and i received a ton of compliments. the back of the top quite a bit longer, and it looks great. my only complaint is that it runs a bit small on the top. even though the shirt is perfectly sized on me, i bent over to slip on my shoe and one of the buttons popped off after less than a minute of wearing it.",4,1,1,General Petite,Tops,Blouses
22222,22222,819,49,,"This blouse is stunning on the website ;however, it is totally sheer which you cannot tell from the photo. i was very disappointed and will be returning.",1,0,2,General,Tops,Blouses
17806,17806,855,43,Great piece!,"Agreed that the pictures do not do this top justice. it's got shiny threads woven in the fabric and gives off an iridescent, colorful sheen. it can be dressed up or down, worn with a number of various styles - jeans, dress pants, skirts. the back adn arms are a tweed sweater knit, the front is an unforgiving acetate - dry clean only - hand wash will ruin this piece! i normally wear a small, but it was tight in the chest (34c) so i went with a medium and it worked fine.) no stretch in the acetate",5,1,1,General,Tops,Knits
14457,14457,1008,23,Beware if you have a butt!,"I have been wanting this skirt since it came out, and was overjoyed when it went on sale. i got my typical 00 size (24-26 waist, xsmall-xxsmall shirts/dresses), but when i tried it on i was a bit confused. the waist is a little roomy,so there's no way i could wear a 0, but the skirt hugs my butt. and i'm talking in that weird ""hug the butt but flares out awkwardly below way"". now i don't consider myself particularly gifted in the back end department, but this skirt sure says the opposite! i can'",4,1,1,General Petite,Bottoms,Skirts
11495,11495,1104,42,Great warm weather dress,"Dress is so comfortable. great for town or resort. 5'7"" size 6 34a and i got a size small.",5,1,15,General,Dresses,Dresses
18035,18035,1048,66,Fabulous summer wide legs that flow like a skirt!,"Love, love, love these pants! i have yet to remove the tags and wear them, but that shall happen over this weekend. the fit is comfortable, and while the pants are not oversized, they are very generous in the m
that i purchased. the colour that seems to confuse more than is few is really a great combination of a black or navy stripe (depends on your lighting and opinion here...!) with tobacco/khaki on a white ground. the pleats at the top
just add to the great design, and i like that they sit",5,1,0,General Petite,Bottoms,Pants
6305,6305,902,36,,,5,1,0,General,Tops,Fine gauge
16770,16770,37,26,,I ordered this in sand and loved it so much when i received it that i went back and ordered it in black as well. it is very flattering and sexy!,5,1,1,Initmates,Intimate,Intimates
8696,8696,841,36,"Gorgeous, billowy top!","I love this top. lovely, light, airy material, though i don't think i'll wear a cami under it. i'm usually a small petite so i ordered this in an extra small. i love the way it fits.",5,1,0,General,Tops,Blouses
8271,8271,829,43,Pleasantly surprised by this black gem,"You can't tell by the photo but the top is actually a slightly shiny material...so it gives it a classy, going out look. in the picture it looks more casual, but i can see myself wearing this on a night out with a skirt, wearing it to work, or whatever. i tried it on and i thought ""wow, i look thin."" it's a little shorter than i normally wear (don't worry, it's not a crop top, but notice where the bottom hem sits on the models hips, probably mid-rise), but it looked amazing on. zippers in the ba",5,1,0,General Petite,Tops,Blouses
13429,13429,1049,36,,,5,1,0,General,Bottoms,Pants
12174,12174,828,57,Versatile,"This is one great button up shirt ! the fringe hem is a fun little detail that gives this shirt some serious versatility. it looks great layered under jackets and sweaters, with a came underneath, or all on its own. the fabric could be a bit thicker. i am between a small and a medium ( a 6 or an 8), and bought this in a small.",5,1,2,General,Tops,Blouses
21926,21926,886,51,Nice shirt but beware washing,"I liked this shirt well enough to order in several colors, preferred it fitting loosely (5'1"" around 100-105 size small). i always look for marine was able and this fit the bill, or so i thought; was so so dismayed to see that after one wash the dye had settled strangely into folds making it look like the shirt had cracks all over it. worse looking on the moss green but still apparent in the black, both no longer wearable.

i am forced to return the shirts but since i do like the shirts i am goi",3,1,2,General Petite,Tops,Knits
18269,18269,1134,59,Gorgeous fall colors,"I really wish this had fit me so i could keep the vest. beautiful colors and construction. i am 5'9"" with a 36c chest. the medium was quite a bit too small across the chest (i could not close the hook) but it fit perfectly around the hips. i did not want to order a large because i felt the boxy style would be too large around the hips even if the chest fit better.",4,1,0,General,Jackets,Outerwear
8435,8435,1094,39,Fall flower,"I almost did not buy this dress because of the poly/rayon construction but i saw some sweet styling on instagram that got me hooked. the dress is silky soft and a bit oversized as i purchased the smallest of my size range. looks very swingy and free spirited when worn loose. cinch the string tie or add a wide belt for a defined waist and beautiful full skirt. i have many outfits in mind for this perfect fall dress, i'm excited to start wearing it! my weight has been fluctuating, so right now i'm",5,1,4,General,Dresses,Dresses
